"gene_id","symbol","has_symbol","approved_symbol","has_entrez","chr","start","end","strand","width","gene_biotype","in_ensembl","retired","pass_biotype","is_coding","complete_orf","multi_exon","n_tx","max_exons","has_ccds","min_tsl","has_appris_principal","has_gencode_basic","overlaps_full","nested_in_full","overlaps_keep","nested_in_keep","confidence_tier","keep","keep_no_nested","keep_high_medium","keep_high_medium_no_nested","keep_high","keep_high_no_nested"
"ENSG00000164949","GEM",TRUE,TRUE,TRUE,"chr8",94249253,94262350,"-",13098,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,5,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164951","PDP1",TRUE,TRUE,TRUE,"chr8",93857807,93926066,"+",68260,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10,4,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164953","TMEM67",TRUE,TRUE,TRUE,"chr8",93754844,93819234,"+",64391,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,22,29,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164961","WASHC5",TRUE,TRUE,TRUE,"chr8",125024260,125091840,"-",67581,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8,29,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164967","RPP25L",TRUE,TRUE,TRUE,"chr9",34610486,34612104,"-",1619,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,2,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164970","FAM219A",TRUE,TRUE,TRUE,"chr9",34398184,34458570,"-",60387,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9,7,TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164972","SPMIP6",TRUE,TRUE,TRUE,"chr9",34379019,34397832,"-",18814,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,7,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164975","SNAPC3",TRUE,TRUE,TRUE,"chr9",15422704,15465953,"+",43250,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,12,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164976","MYORG",TRUE,TRUE,TRUE,"chr9",34366670,34376853,"-",10184,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,2,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164978","NUDT2",TRUE,TRUE,TRUE,"chr9",34329506,34343713,"+",14208,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,5,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164983","TMEM65",TRUE,TRUE,TRUE,"chr8",124311990,124372692,"-",60703,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,7,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164985","PSIP1",TRUE,TRUE,TRUE,"chr9",15464066,15511019,"-",46954,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,11,16,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000164989","CCDC171",TRUE,TRUE,TRUE,"chr9",15552897,16061663,"+",508767,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10,26,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165006","UBAP1",TRUE,TRUE,TRUE,"chr9",34179013,34252523,"+",73511,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,7,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165023","DIRAS2",TRUE,TRUE,TRUE,"chr9",90609832,90643104,"-",33273,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165025","SYK",TRUE,TRUE,TRUE,"chr9",90801787,90898549,"+",96763,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,14,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165028","NIPSNAP3B",TRUE,TRUE,TRUE,"chr9",104764157,104777457,"+",13301,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,6,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165029","ABCA1",TRUE,TRUE,TRUE,"chr9",104781002,104928237,"-",147236,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,50,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165030","NFIL3",TRUE,TRUE,TRUE,"chr9",91409045,91423862,"-",14818,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165046","LETM2",TRUE,TRUE,TRUE,"chr8",38386207,38409527,"+",23321,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,15,11,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165055","METTL2B",TRUE,TRUE,TRUE,"chr7",128476729,128506602,"+",29874,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,9,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165059","PRKACG",TRUE,TRUE,TRUE,"chr9",69012505,69014113,"-",1609,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165060","FXN",TRUE,TRUE,TRUE,"chr9",69035259,69100178,"+",64920,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,5,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165061","ZMAT4",TRUE,TRUE,TRUE,"chr8",40530590,40897833,"-",367244,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9,7,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165066","NKX6-3",TRUE,TRUE,TRUE,"chr8",41645178,41650669,"-",5492,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,3,TRUE,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165071","TMEM71",TRUE,TRUE,TRUE,"chr8",132685007,132760712,"-",75706,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,11,10,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165072","MAMDC2",TRUE,TRUE,TRUE,"chr9",70043581,70226970,"+",183390,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,14,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165076","PRSS37",TRUE,TRUE,TRUE,"chr7",141836286,141841487,"-",5202,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,7,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165078","CPA6",TRUE,TRUE,TRUE,"chr8",67422125,67746345,"-",324221,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,11,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165084","C8orf34",TRUE,TRUE,TRUE,"chr8",68330722,68819022,"+",488301,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8,14,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165091","TMC1",TRUE,TRUE,TRUE,"chr9",72521801,72836351,"+",314551,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,24,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165092","ALDH1A1",TRUE,TRUE,TRUE,"chr9",72900662,73080442,"-",179781,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,13,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165097","KDM1B",TRUE,TRUE,TRUE,"chr6",18155329,18223853,"+",68525,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,18,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165102","HGSNAT",TRUE,TRUE,TRUE,"chr8",43140455,43202855,"+",62401,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10,18,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165105","RASEF",TRUE,TRUE,TRUE,"chr9",82979585,83063177,"-",83593,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,17,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165113","GKAP1",TRUE,TRUE,TRUE,"chr9",83739421,83829516,"-",90096,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,13,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165115","KIF27",TRUE,TRUE,TRUE,"chr9",83836698,83921465,"-",84768,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,18,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165118","QNG1",TRUE,TRUE,TRUE,"chr9",83938311,83956986,"-",18676,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,5,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165119","HNRNPK",TRUE,TRUE,TRUE,"chr9",83968083,83980616,"-",12534,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,11,17,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165120","SSMEM1",TRUE,TRUE,TRUE,"chr7",130207860,130216843,"+",8984,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,3,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165121",NA,FALSE,FALSE,FALSE,"chr9",85815966,85849511,"+",33546,"transcribed_unprocessed_pseudogene",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,9,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"excluded",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSG00000165124","SVEP1",TRUE,TRUE,TRUE,"chr9",110365251,110579880,"-",214630,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,48,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165125","TRPV6",TRUE,TRUE,TRUE,"chr7",142871203,142885762,"-",14560,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9,15,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165131","LLCFC1",TRUE,TRUE,TRUE,"chr7",142939343,142940868,"+",1526,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,3,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165138","ANKS6",TRUE,TRUE,TRUE,"chr9",98731329,98796965,"-",65637,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,15,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165140","FBP1",TRUE,TRUE,TRUE,"chr9",94603133,94640249,"-",37117,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,8,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165152","PGAP4",TRUE,TRUE,TRUE,"chr9",101473171,101533537,"-",60367,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165156","ZHX1",TRUE,TRUE,TRUE,"chr8",123248451,123275541,"-",27091,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8,4,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165164","CFAP47",TRUE,TRUE,TRUE,"chrX",35919734,35990152,"+",70419,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,16,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165168","CYBB",TRUE,TRUE,TRUE,"chrX",37780011,37813461,"+",33451,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,13,TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"high",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"ENSG00000165169","DYNLT3",TRUE,TRUE,TRUE,"chrX",37836757,37847637,"-",10881,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,6,TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"high",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"ENSG00000165171","METTL27",TRUE,TRUE,TRUE,"chr7",73834590,73842535,"-",7946,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,6,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165175","MID1IP1",TRUE,TRUE,TRUE,"chrX",38801432,38806537,"+",5106,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,3,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165178","NCF1C",TRUE,TRUE,FALSE,"chr7",75156639,75172044,"-",15406,"transcribed_unprocessed_pseudogene",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,11,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"excluded",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSG00000165181","SHOC1",TRUE,TRUE,TRUE,"chr9",111686173,111795008,"-",108836,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,26,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165182","CXorf58",TRUE,TRUE,TRUE,"chrX",23907801,23939507,"+",31707,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,9,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165185","KIAA1958",TRUE,TRUE,TRUE,"chr9",112486847,112669397,"+",182551,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,5,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165186","PTCHD1",TRUE,TRUE,TRUE,"chrX",23334015,23404372,"+",70358,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,3,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165188","RNF183",TRUE,TRUE,TRUE,"chr9",113297093,113303376,"-",6284,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,5,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165192","ASB11",TRUE,TRUE,TRUE,"chrX",15281697,15315656,"-",33960,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,8,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165194","PCDH19",TRUE,TRUE,TRUE,"chrX",100291644,100410273,"-",118630,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,6,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165195","PIGA",TRUE,TRUE,TRUE,"chrX",15319451,15335554,"-",16104,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,6,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165197","VEGFD",TRUE,TRUE,TRUE,"chrX",15345591,15384376,"-",38786,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,7,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165202","OR1Q1",TRUE,TRUE,TRUE,"chr9",122614738,122615682,"+",945,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"high",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"ENSG00000165204","OR1K1",TRUE,TRUE,TRUE,"chr9",122800123,122801073,"+",951,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"high",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"ENSG00000165209","STRBP",TRUE,TRUE,TRUE,"chr9",123109500,123268576,"-",159077,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10,19,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165215","CLDN3",TRUE,TRUE,TRUE,"chr7",73768997,73770270,"-",1274,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165219","GAPVD1",TRUE,TRUE,TRUE,"chr9",125261794,125367207,"+",105414,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,20,28,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165233","CARD19",TRUE,TRUE,TRUE,"chr9",93096218,93113283,"+",17066,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9,6,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165238","WNK2",TRUE,TRUE,TRUE,"chr9",93184916,93320572,"+",135657,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,16,33,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165240","ATP7A",TRUE,TRUE,TRUE,"chrX",77910656,78050395,"+",139740,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,24,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165244","ZNF367",TRUE,TRUE,TRUE,"chr9",96385941,96418329,"-",32389,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,5,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165246","NLGN4Y",TRUE,TRUE,TRUE,"chrY",14522638,14845650,"+",323013,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9,9,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165259","HDX",TRUE,TRUE,TRUE,"chrX",84317874,84502479,"-",184606,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,11,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165264","NDUFB6",TRUE,TRUE,TRUE,"chr9",32552999,32573184,"-",20186,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,4,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165269","AQP7",TRUE,TRUE,TRUE,"chr9",33383179,33402682,"-",19504,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,19,8,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165271","NOL6",TRUE,TRUE,TRUE,"chr9",33461441,33473930,"-",12490,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,26,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165272","AQP3",TRUE,TRUE,TRUE,"chr9",33441154,33447611,"-",6458,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,6,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165275","TRMT10B",TRUE,TRUE,TRUE,"chr9",37753803,37778972,"+",25170,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9,9,TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"high",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"ENSG00000165280","VCP",TRUE,TRUE,TRUE,"chr9",35056064,35073249,"-",17186,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,17,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165282","PIGO",TRUE,TRUE,TRUE,"chr9",35088688,35096601,"-",7914,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8,13,TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165283","STOML2",TRUE,TRUE,TRUE,"chr9",35099776,35103195,"-",3420,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,10,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165288","BRWD3",TRUE,TRUE,TRUE,"chrX",80670854,80809688,"-",138835,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,41,TRUE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165300","SLITRK5",TRUE,TRUE,TRUE,"chr13",87672615,87696272,"+",23658,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"ENSG00000165304","MELK",TRUE,TRUE,TRUE,"chr9",36572862,36677683,"+",104822,"protein_coding",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,11,18,TRUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"high",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
